Datum;von;Zeitzone von;bis;Zeitzone bis;Spotmarktpreis in ct/kWh;Strompreis [ct/kWh]
19.01.2023;19:00;CET;20:00;CET;18,629;31,37719728
19.01.2023;20:00;CET;21:00;CET;16,993;28,62164976
19.01.2023;21:00;CET;22:00;CET;15,977;26,91038064
19.01.2023;22:00;CET;23:00;CET;16,214;27,30956448
19.01.2023;23:00;CET;00:00;CET;13,95;23,496264
20.01.2023;00:00;CET;01:00;CET;14,689;24,74097648
20.01.2023;01:00;CET;02:00;CET;14,45;24,338424
20.01.2023;02:00;CET;03:00;CET;14,244;23,99145408
20.01.2023;03:00;CET;04:00;CET;14,28;24,0520896
20.01.2023;04:00;CET;05:00;CET;14,498;24,41927136
20.01.2023;05:00;CET;06:00;CET;15,05;25,349016
20.01.2023;06:00;CET;07:00;CET;17,601;29,64571632
20.01.2023;07:00;CET;08:00;CET;20,807;35,04564624
20.01.2023;08:00;CET;09:00;CET;23,506;39,59162592
20.01.2023;09:00;CET;10:00;CET;22,17;37,3413744
20.01.2023;10:00;CET;11:00;CET;20,977;35,33198064
20.01.2023;11:00;CET;12:00;CET;20,152;33,94241664
20.01.2023;12:00;CET;13:00;CET;18,926;31,87744032
20.01.2023;13:00;CET;14:00;CET;18,163;30,59230416
20.01.2023;14:00;CET;15:00;CET;18,236;30,71525952
20.01.2023;15:00;CET;16:00;CET;19,2;32,338944
20.01.2023;16:00;CET;17:00;CET;20;33,6864
20.01.2023;17:00;CET;18:00;CET;20,822;35,07091104
20.01.2023;18:00;CET;19:00;CET;20,84;35,1012288
20.01.2023;19:00;CET;20:00;CET;19,7;33,181104
20.01.2023;20:00;CET;21:00;CET;17,57;29,5935024
20.01.2023;21:00;CET;22:00;CET;16,637;28,02203184
20.01.2023;22:00;CET;23:00;CET;16,31;27,4712592
20.01.2023;23:00;CET;00:00;CET;14,755;24,8521416
21.01.2023;00:00;CET;01:00;CET;14,413;24,27610416
21.01.2023;01:00;CET;02:00;CET;14,006;23,59058592
21.01.2023;02:00;CET;03:00;CET;14,019;23,61248208
21.01.2023;03:00;CET;04:00;CET;13,374;22,52609568
21.01.2023;04:00;CET;05:00;CET;13,124;22,10501568
21.01.2023;05:00;CET;06:00;CET;13,206;22,24312992
21.01.2023;06:00;CET;07:00;CET;13,047;21,97532304
21.01.2023;07:00;CET;08:00;CET;14,025;23,622588
21.01.2023;08:00;CET;09:00;CET;15,248;25,68251136
21.01.2023;09:00;CET;10:00;CET;17,166;28,91303712
21.01.2023;10:00;CET;11:00;CET;17,001;28,63512432
21.01.2023;11:00;CET;12:00;CET;15,694;26,43371808
21.01.2023;12:00;CET;13:00;CET;14,791;24,91277712
21.01.2023;13:00;CET;14:00;CET;13,702;23,07855264
21.01.2023;14:00;CET;15:00;CET;13,658;23,00444256
21.01.2023;15:00;CET;16:00;CET;13,59;22,8899088
21.01.2023;16:00;CET;17:00;CET;14,422;24,29126304
21.01.2023;17:00;CET;18:00;CET;17,392;29,29369344
21.01.2023;18:00;CET;19:00;CET;17,889;30,13080048
21.01.2023;19:00;CET;20:00;CET;14,352;24,17336064
21.01.2023;20:00;CET;21:00;CET;13,853;23,33288496
21.01.2023;21:00;CET;22:00;CET;13,604;22,91348928
21.01.2023;22:00;CET;23:00;CET;13,188;22,21281216
21.01.2023;23:00;CET;00:00;CET;11,776;19,83455232
22.01.2023;00:00;CET;01:00;CET;12,76;21,4919232
22.01.2023;01:00;CET;02:00;CET;11,901;20,04509232
22.01.2023;02:00;CET;03:00;CET;11,677;19,66780464
22.01.2023;03:00;CET;04:00;CET;11,835;19,9339272
22.01.2023;04:00;CET;05:00;CET;12,212;20,56891584
22.01.2023;05:00;CET;06:00;CET;11,779;19,83960528
22.01.2023;06:00;CET;07:00;CET;12,76;21,4919232
22.01.2023;07:00;CET;08:00;CET;12,76;21,4919232
22.01.2023;08:00;CET;09:00;CET;13,751;23,16108432
22.01.2023;09:00;CET;10:00;CET;14,582;24,56075424
22.01.2023;10:00;CET;11:00;CET;15,128;25,48039296
22.01.2023;11:00;CET;12:00;CET;16,175;27,243876
22.01.2023;12:00;CET;13:00;CET;16,155;27,2101896
22.01.2023;13:00;CET;14:00;CET;15;25,2648
22.01.2023;14:00;CET;15:00;CET;15,49;26,0901168
22.01.2023;15:00;CET;16:00;CET;15,749;26,52635568
22.01.2023;16:00;CET;17:00;CET;17,103;28,80692496
22.01.2023;17:00;CET;18:00;CET;19,199;32,33725968
22.01.2023;18:00;CET;19:00;CET;20,207;34,03505424
22.01.2023;19:00;CET;20:00;CET;19,919;33,54997008
22.01.2023;20:00;CET;21:00;CET;17,901;30,15101232
22.01.2023;21:00;CET;22:00;CET;17,077;28,76313264
22.01.2023;22:00;CET;23:00;CET;16,286;27,43083552
22.01.2023;23:00;CET;00:00;CET;15,356;25,86441792
23.01.2023;00:00;CET;01:00;CET;14,896;25,08963072
23.01.2023;01:00;CET;02:00;CET;14,9;25,096368
23.01.2023;02:00;CET;03:00;CET;14,84;24,9953088
23.01.2023;03:00;CET;04:00;CET;14,759;24,85887888
23.01.2023;04:00;CET;05:00;CET;14,988;25,24458816
23.01.2023;05:00;CET;06:00;CET;15,032;25,31869824
23.01.2023;06:00;CET;07:00;CET;18,996;31,99534272
23.01.2023;07:00;CET;08:00;CET;22,654;38,15658528
23.01.2023;08:00;CET;09:00;CET;25,792;43,44198144
23.01.2023;09:00;CET;10:00;CET;27,022;45,51369504
23.01.2023;10:00;CET;11:00;CET;24,994;42,09789408
23.01.2023;11:00;CET;12:00;CET;23,023;38,77809936
23.01.2023;12:00;CET;13:00;CET;22,095;37,2150504
23.01.2023;13:00;CET;14:00;CET;21,918;36,91692576
23.01.2023;14:00;CET;15:00;CET;21,969;37,00282608
23.01.2023;15:00;CET;16:00;CET;21,899;36,88492368
23.01.2023;16:00;CET;17:00;CET;22,458;37,82645856
23.01.2023;17:00;CET;18:00;CET;24,89;41,9227248
23.01.2023;18:00;CET;19:00;CET;24,807;41,78292624
23.01.2023;19:00;CET;20:00;CET;22,319;37,59233808
23.01.2023;20:00;CET;21:00;CET;20,353;34,28096496
23.01.2023;21:00;CET;22:00;CET;18,401;30,99317232
23.01.2023;22:00;CET;23:00;CET;17,209;28,98546288
23.01.2023;23:00;CET;00:00;CET;16,348;27,53526336
24.01.2023;00:00;CET;01:00;CET;16,485;27,7660152
24.01.2023;01:00;CET;02:00;CET;16,007;26,96091024
24.01.2023;02:00;CET;03:00;CET;15,479;26,07158928
24.01.2023;03:00;CET;04:00;CET;14,905;25,1047896
24.01.2023;04:00;CET;05:00;CET;15,365;25,8795768
24.01.2023;05:00;CET;06:00;CET;16,334;27,51168288
24.01.2023;06:00;CET;07:00;CET;18,361;30,92579952
24.01.2023;07:00;CET;08:00;CET;21,008;35,38419456
24.01.2023;08:00;CET;09:00;CET;25,11;42,2932752
24.01.2023;09:00;CET;10:00;CET;25,643;43,19101776
24.01.2023;10:00;CET;11:00;CET;23,866;40,19798112
24.01.2023;11:00;CET;12:00;CET;22,998;38,73599136
24.01.2023;12:00;CET;13:00;CET;21,792;36,70470144
24.01.2023;13:00;CET;14:00;CET;20,605;34,7054136
24.01.2023;14:00;CET;15:00;CET;21,528;36,26004096
24.01.2023;15:00;CET;16:00;CET;21,798;36,71480736
24.01.2023;16:00;CET;17:00;CET;22,458;37,82645856
24.01.2023;17:00;CET;18:00;CET;25;42,108
24.01.2023;18:00;CET;19:00;CET;25;42,108
24.01.2023;19:00;CET;20:00;CET;23,115;38,9330568
24.01.2023;20:00;CET;21:00;CET;21,402;36,04781664
24.01.2023;21:00;CET;22:00;CET;18,737;31,55910384
24.01.2023;22:00;CET;23:00;CET;17,243;29,04272976
24.01.2023;23:00;CET;00:00;CET;16,224;27,32640768
25.01.2023;00:00;CET;01:00;CET;14,917;25,12500144
25.01.2023;01:00;CET;02:00;CET;15,083;25,40459856
25.01.2023;02:00;CET;03:00;CET;15,071;25,38438672
25.01.2023;03:00;CET;04:00;CET;14,757;24,85551024
25.01.2023;04:00;CET;05:00;CET;14,67;24,7089744
25.01.2023;05:00;CET;06:00;CET;15,085;25,4079672
25.01.2023;06:00;CET;07:00;CET;17,06;28,7344992
25.01.2023;07:00;CET;08:00;CET;20,009;33,70155888
25.01.2023;08:00;CET;09:00;CET;22,504;37,90393728
25.01.2023;09:00;CET;10:00;CET;22,5;37,8972
25.01.2023;10:00;CET;11:00;CET;21,242;35,77832544
25.01.2023;11:00;CET;12:00;CET;20,098;33,85146336
25.01.2023;12:00;CET;13:00;CET;19,32;32,5410624
25.01.2023;13:00;CET;14:00;CET;18,52;31,1936064
25.01.2023;14:00;CET;15:00;CET;19,17;32,2884144
25.01.2023;15:00;CET;16:00;CET;19,73;33,2316336
25.01.2023;16:00;CET;17:00;CET;19,919;33,54997008
25.01.2023;17:00;CET;18:00;CET;20,635;34,7559432
25.01.2023;18:00;CET;19:00;CET;20,862;35,13828384
25.01.2023;19:00;CET;20:00;CET;19,321;32,54274672
25.01.2023;20:00;CET;21:00;CET;17,429;29,35601328
25.01.2023;21:00;CET;22:00;CET;16,595;27,9512904
25.01.2023;22:00;CET;23:00;CET;16,361;27,55715952
25.01.2023;23:00;CET;00:00;CET;15,323;25,80883536
26.01.2023;00:00;CET;01:00;CET;15;25,2648
26.01.2023;01:00;CET;02:00;CET;14,033;23,63606256
26.01.2023;02:00;CET;03:00;CET;13,713;23,09708016
26.01.2023;03:00;CET;04:00;CET;13,463;22,67600016
26.01.2023;04:00;CET;05:00;CET;13,601;22,90843632
26.01.2023;05:00;CET;06:00;CET;14,385;24,2289432
26.01.2023;06:00;CET;07:00;CET;16,568;27,90581376
26.01.2023;07:00;CET;08:00;CET;18,698;31,49341536
26.01.2023;08:00;CET;09:00;CET;19,895;33,5095464
26.01.2023;09:00;CET;10:00;CET;20,291;34,17653712
26.01.2023;10:00;CET;11:00;CET;19,711;33,19963152
26.01.2023;11:00;CET;12:00;CET;19,423;32,71454736
26.01.2023;12:00;CET;13:00;CET;18,719;31,52878608
26.01.2023;13:00;CET;14:00;CET;18,472;31,11275904
26.01.2023;14:00;CET;15:00;CET;18,128;30,53335296
26.01.2023;15:00;CET;16:00;CET;17,562;29,58002784
26.01.2023;16:00;CET;17:00;CET;16,886;28,44142752
26.01.2023;17:00;CET;18:00;CET;18,62;31,3620384
26.01.2023;18:00;CET;19:00;CET;18,073;30,44071536
26.01.2023;19:00;CET;20:00;CET;17,055;28,7260776
26.01.2023;20:00;CET;21:00;CET;15,899;26,77900368
26.01.2023;21:00;CET;22:00;CET;15,444;26,01263808
26.01.2023;22:00;CET;23:00;CET;14,975;25,222692
26.01.2023;23:00;CET;00:00;CET;13,791;23,22845712
27.01.2023;00:00;CET;01:00;CET;13,5;22,73832
27.01.2023;01:00;CET;02:00;CET;13,223;22,27176336
27.01.2023;02:00;CET;03:00;CET;13,032;21,95005824
27.01.2023;03:00;CET;04:00;CET;12,511;21,07252752
27.01.2023;04:00;CET;05:00;CET;12,831;21,61150992
27.01.2023;05:00;CET;06:00;CET;13,412;22,59009984
27.01.2023;06:00;CET;07:00;CET;15,101;25,43491632
27.01.2023;07:00;CET;08:00;CET;17,61;29,6608752
27.01.2023;08:00;CET;09:00;CET;19,5;32,84424
27.01.2023;09:00;CET;10:00;CET;19,919;33,54997008
27.01.2023;10:00;CET;11:00;CET;19,5;32,84424
27.01.2023;11:00;CET;12:00;CET;19;32,00208
27.01.2023;12:00;CET;13:00;CET;18,306;30,83316192
27.01.2023;13:00;CET;14:00;CET;18;30,31776
27.01.2023;14:00;CET;15:00;CET;18,15;30,570408
27.01.2023;15:00;CET;16:00;CET;18,5;31,15992
27.01.2023;16:00;CET;17:00;CET;18,8;31,665216
27.01.2023;17:00;CET;18:00;CET;19,805;33,3579576
27.01.2023;18:00;CET;19:00;CET;20,07;33,8043024
27.01.2023;19:00;CET;20:00;CET;19,37;32,6252784
27.01.2023;20:00;CET;21:00;CET;18,15;30,570408
27.01.2023;21:00;CET;22:00;CET;16,625;28,00182
27.01.2023;22:00;CET;23:00;CET;15,512;26,12717184
27.01.2023;23:00;CET;00:00;CET;14,6;24,591072
28.01.2023;00:00;CET;01:00;CET;13,99;23,5636368
28.01.2023;01:00;CET;02:00;CET;13,506;22,74842592
28.01.2023;02:00;CET;03:00;CET;13,338;22,46546016
28.01.2023;03:00;CET;04:00;CET;12,959;21,82710288
28.01.2023;04:00;CET;05:00;CET;12,528;21,10116096
28.01.2023;05:00;CET;06:00;CET;12,283;20,68850256
28.01.2023;06:00;CET;07:00;CET;12,885;21,7024632
28.01.2023;07:00;CET;08:00;CET;13,632;22,96065024
28.01.2023;08:00;CET;09:00;CET;14,543;24,49506576
28.01.2023;09:00;CET;10:00;CET;16,016;26,97606912
28.01.2023;10:00;CET;11:00;CET;16,157;27,21355824
28.01.2023;11:00;CET;12:00;CET;15,73;26,4943536
28.01.2023;12:00;CET;13:00;CET;14,156;23,84323392
28.01.2023;13:00;CET;14:00;CET;13,532;22,79221824
28.01.2023;14:00;CET;15:00;CET;13,816;23,27056512
28.01.2023;15:00;CET;16:00;CET;14,714;24,78308448
28.01.2023;16:00;CET;17:00;CET;15,427;25,98400464
28.01.2023;17:00;CET;18:00;CET;16,493;27,77948976
28.01.2023;18:00;CET;19:00;CET;17,406;29,31727392
28.01.2023;19:00;CET;20:00;CET;16,356;27,54873792
28.01.2023;20:00;CET;21:00;CET;14,996;25,25806272
28.01.2023;21:00;CET;22:00;CET;14,613;24,61296816
28.01.2023;22:00;CET;23:00;CET;14,223;23,95608336
28.01.2023;23:00;CET;00:00;CET;13,978;23,54342496
29.01.2023;00:00;CET;01:00;CET;15,485;26,0816952
29.01.2023;01:00;CET;02:00;CET;12,966;21,83889312
29.01.2023;02:00;CET;03:00;CET;12,623;21,26117136
29.01.2023;03:00;CET;04:00;CET;12,363;20,82324816
29.01.2023;04:00;CET;05:00;CET;12,387;20,86367184
29.01.2023;05:00;CET;06:00;CET;12,313;20,73903216
29.01.2023;06:00;CET;07:00;CET;12,774;21,51550368
29.01.2023;07:00;CET;08:00;CET;13,326;22,44524832
29.01.2023;08:00;CET;09:00;CET;14,807;24,93972624
29.01.2023;09:00;CET;10:00;CET;15,577;26,23665264
29.01.2023;10:00;CET;11:00;CET;12,476;21,01357632
29.01.2023;11:00;CET;12:00;CET;12,106;20,39037792
29.01.2023;12:00;CET;13:00;CET;11,531;19,42189392
29.01.2023;13:00;CET;14:00;CET;11,497;19,36462704
29.01.2023;14:00;CET;15:00;CET;12,103;20,38532496
29.01.2023;15:00;CET;16:00;CET;12,55;21,138216
29.01.2023;16:00;CET;17:00;CET;13,009;21,91131888
29.01.2023;17:00;CET;18:00;CET;15,614;26,29897248
29.01.2023;18:00;CET;19:00;CET;15,336;25,83073152
29.01.2023;19:00;CET;20:00;CET;12,865;21,6687768
29.01.2023;20:00;CET;21:00;CET;9,984;16,81625088
29.01.2023;21:00;CET;22:00;CET;8,5;14,31672
29.01.2023;22:00;CET;23:00;CET;7,983;13,44592656
29.01.2023;23:00;CET;00:00;CET;6,436;10,84028352
30.01.2023;00:00;CET;01:00;CET;4,5;7,57944
30.01.2023;01:00;CET;02:00;CET;0,59;0,9937488
30.01.2023;02:00;CET;03:00;CET;0,507;0,85395024
30.01.2023;03:00;CET;04:00;CET;0,203;0,34191696
30.01.2023;04:00;CET;05:00;CET;0,903;1,52094096
30.01.2023;05:00;CET;06:00;CET;3,747;6,31114704
30.01.2023;06:00;CET;07:00;CET;8,81;14,8388592
30.01.2023;07:00;CET;08:00;CET;10,218;17,21038176
30.01.2023;08:00;CET;09:00;CET;11,55;19,453896
30.01.2023;09:00;CET;10:00;CET;10,08;16,9779456
30.01.2023;10:00;CET;11:00;CET;9,681;16,30590192
30.01.2023;11:00;CET;12:00;CET;8,823;14,86075536
30.01.2023;12:00;CET;13:00;CET;8,61;14,5019952
30.01.2023;13:00;CET;14:00;CET;8,338;14,04386016
30.01.2023;14:00;CET;15:00;CET;8,836;14,88265152
30.01.2023;15:00;CET;16:00;CET;8,612;14,50536384
30.01.2023;16:00;CET;17:00;CET;8,969;15,10666608
30.01.2023;17:00;CET;18:00;CET;9,862;16,61076384
30.01.2023;18:00;CET;19:00;CET;9,629;16,21831728
30.01.2023;19:00;CET;20:00;CET;10,07;16,9611024
30.01.2023;20:00;CET;21:00;CET;8,995;15,1504584
30.01.2023;21:00;CET;22:00;CET;8,685;14,6283192
30.01.2023;22:00;CET;23:00;CET;8,815;14,8472808
30.01.2023;23:00;CET;00:00;CET;9,08;15,2936256
31.01.2023;00:00;CET;01:00;CET;9,401;15,83429232
31.01.2023;01:00;CET;02:00;CET;9,815;16,5316008
31.01.2023;02:00;CET;03:00;CET;9,815;16,5316008
31.01.2023;03:00;CET;04:00;CET;10,091;16,99647312
31.01.2023;04:00;CET;05:00;CET;10,529;17,73420528
31.01.2023;05:00;CET;06:00;CET;10,953;18,44835696
31.01.2023;06:00;CET;07:00;CET;14,434;24,31147488
31.01.2023;07:00;CET;08:00;CET;17,14;28,8692448
31.01.2023;08:00;CET;09:00;CET;18,298;30,81968736
31.01.2023;09:00;CET;10:00;CET;16,994;28,62333408
31.01.2023;10:00;CET;11:00;CET;16,711;28,14667152
31.01.2023;11:00;CET;12:00;CET;14,633;24,64665456
31.01.2023;12:00;CET;13:00;CET;13,823;23,28235536
31.01.2023;13:00;CET;14:00;CET;12,371;20,83672272
31.01.2023;14:00;CET;15:00;CET;10,662;17,95821984
31.01.2023;15:00;CET;16:00;CET;10,81;18,2074992
31.01.2023;16:00;CET;17:00;CET;10,173;17,13458736
31.01.2023;17:00;CET;18:00;CET;10,318;17,37881376
31.01.2023;18:00;CET;19:00;CET;10,896;18,35235072
31.01.2023;19:00;CET;20:00;CET;10,028;16,89036096
31.01.2023;20:00;CET;21:00;CET;9,492;15,98756544
31.01.2023;21:00;CET;22:00;CET;8,619;14,51715408
31.01.2023;22:00;CET;23:00;CET;8,61;14,5019952
31.01.2023;23:00;CET;00:00;CET;6,956;11,71612992
01.02.2023;00:00;CET;01:00;CET;7,994;13,46445408
01.02.2023;01:00;CET;02:00;CET;6,755;11,3775816
01.02.2023;02:00;CET;03:00;CET;6,569;11,06429808
01.02.2023;03:00;CET;04:00;CET;6,682;11,25462624
01.02.2023;04:00;CET;05:00;CET;5,759;9,69999888
01.02.2023;05:00;CET;06:00;CET;7,496;12,62566272
01.02.2023;06:00;CET;07:00;CET;9,598;16,16610336
01.02.2023;07:00;CET;08:00;CET;11,275;18,990708
01.02.2023;08:00;CET;09:00;CET;12,074;20,33647968
01.02.2023;09:00;CET;10:00;CET;11,129;18,74479728
01.02.2023;10:00;CET;11:00;CET;10,503;17,69041296
01.02.2023;11:00;CET;12:00;CET;10,145;17,0874264
01.02.2023;12:00;CET;13:00;CET;9,934;16,73203488
01.02.2023;13:00;CET;14:00;CET;9,853;16,59560496
01.02.2023;14:00;CET;15:00;CET;9,597;16,16441904
01.02.2023;15:00;CET;16:00;CET;9,856;16,60065792
01.02.2023;16:00;CET;17:00;CET;10,269;17,29628208
01.02.2023;17:00;CET;18:00;CET;10,912;18,37929984
01.02.2023;18:00;CET;19:00;CET;11,158;18,79364256
01.02.2023;19:00;CET;20:00;CET;10,088;16,99142016
01.02.2023;20:00;CET;21:00;CET;9,765;16,4473848
01.02.2023;21:00;CET;22:00;CET;9,475;15,958932
01.02.2023;22:00;CET;23:00;CET;8,642;14,55589344
01.02.2023;23:00;CET;00:00;CET;7,859;13,23707088
02.02.2023;00:00;CET;01:00;CET;7,43;12,5144976
02.02.2023;01:00;CET;02:00;CET;6,777;11,41463664
02.02.2023;02:00;CET;03:00;CET;7,135;12,0176232
02.02.2023;03:00;CET;04:00;CET;7,675;12,927156
02.02.2023;04:00;CET;05:00;CET;8,855;14,9146536
02.02.2023;05:00;CET;06:00;CET;9,311;15,68270352
02.02.2023;06:00;CET;07:00;CET;11,621;19,57348272
02.02.2023;07:00;CET;08:00;CET;13,922;23,44910304
02.02.2023;08:00;CET;09:00;CET;16,987;28,61154384
02.02.2023;09:00;CET;10:00;CET;17,82;30,0145824
02.02.2023;10:00;CET;11:00;CET;17,009;28,64859888
02.02.2023;11:00;CET;12:00;CET;16,721;28,16351472
02.02.2023;12:00;CET;13:00;CET;15,686;26,42024352
02.02.2023;13:00;CET;14:00;CET;15,274;25,72630368
02.02.2023;14:00;CET;15:00;CET;16,144;27,19166208
02.02.2023;15:00;CET;16:00;CET;16,339;27,52010448
02.02.2023;16:00;CET;17:00;CET;16,728;28,17530496
02.02.2023;17:00;CET;18:00;CET;17,817;30,00952944
02.02.2023;18:00;CET;19:00;CET;18,312;30,84326784
02.02.2023;19:00;CET;20:00;CET;17,218;29,00062176
02.02.2023;20:00;CET;21:00;CET;14,209;23,93250288
02.02.2023;21:00;CET;22:00;CET;14,354;24,17672928
02.02.2023;22:00;CET;23:00;CET;13,015;21,9214248
02.02.2023;23:00;CET;00:00;CET;10,393;17,50513776
03.02.2023;00:00;CET;01:00;CET;10,83;18,2411856
03.02.2023;01:00;CET;02:00;CET;10,027;16,88867664
03.02.2023;02:00;CET;03:00;CET;9,382;15,80229024
03.02.2023;03:00;CET;04:00;CET;8,783;14,79338256
03.02.2023;04:00;CET;05:00;CET;8,403;14,15334096
03.02.2023;05:00;CET;06:00;CET;8,902;14,99381664
03.02.2023;06:00;CET;07:00;CET;10,027;16,88867664
03.02.2023;07:00;CET;08:00;CET;10,773;18,14517936
03.02.2023;08:00;CET;09:00;CET;11,039;18,59320848
03.02.2023;09:00;CET;10:00;CET;11,001;18,52920432
03.02.2023;10:00;CET;11:00;CET;9,773;16,46085936
03.02.2023;11:00;CET;12:00;CET;10,281;17,31649392
03.02.2023;12:00;CET;13:00;CET;10,2;17,180064
03.02.2023;13:00;CET;14:00;CET;9,919;16,70677008
03.02.2023;14:00;CET;15:00;CET;9,791;16,49117712
03.02.2023;15:00;CET;16:00;CET;10,2;17,180064
03.02.2023;16:00;CET;17:00;CET;10,772;18,14349504
03.02.2023;17:00;CET;18:00;CET;11,24;18,9317568
03.02.2023;18:00;CET;19:00;CET;11,352;19,12040064
03.02.2023;19:00;CET;20:00;CET;10,807;18,20244624
03.02.2023;20:00;CET;21:00;CET;10,37;17,4663984
03.02.2023;21:00;CET;22:00;CET;10,295;17,3400744
03.02.2023;22:00;CET;23:00;CET;11,319;19,06481808
03.02.2023;23:00;CET;00:00;CET;10,78;18,1569696
04.02.2023;00:00;CET;01:00;CET;9,936;16,73540352
04.02.2023;01:00;CET;02:00;CET;10,625;17,8959
04.02.2023;02:00;CET;03:00;CET;11,315;19,0580808
04.02.2023;03:00;CET;04:00;CET;12,177;20,50996464
04.02.2023;04:00;CET;05:00;CET;12,538;21,11800416
04.02.2023;05:00;CET;06:00;CET;12,744;21,46497408
04.02.2023;06:00;CET;07:00;CET;13,734;23,13245088
04.02.2023;07:00;CET;08:00;CET;15,631;26,32760592
04.02.2023;08:00;CET;09:00;CET;16,419;27,65485008
04.02.2023;09:00;CET;10:00;CET;16,983;28,60480656
04.02.2023;10:00;CET;11:00;CET;16,411;27,64137552
04.02.2023;11:00;CET;12:00;CET;15,639;26,34108048
04.02.2023;12:00;CET;13:00;CET;14,884;25,06941888
04.02.2023;13:00;CET;14:00;CET;13,337;22,46377584
04.02.2023;14:00;CET;15:00;CET;13,409;22,58504688
04.02.2023;15:00;CET;16:00;CET;14,161;23,85165552
04.02.2023;16:00;CET;17:00;CET;15,536;26,16759552
04.02.2023;17:00;CET;18:00;CET;17,029;28,68228528
04.02.2023;18:00;CET;19:00;CET;18,416;31,01843712
04.02.2023;19:00;CET;20:00;CET;17,996;30,31102272
04.02.2023;20:00;CET;21:00;CET;16,789;28,27804848
04.02.2023;21:00;CET;22:00;CET;15,813;26,63415216
04.02.2023;22:00;CET;23:00;CET;15,238;25,66566816
04.02.2023;23:00;CET;00:00;CET;13,667;23,01960144
05.02.2023;00:00;CET;01:00;CET;13,551;22,82422032
05.02.2023;01:00;CET;02:00;CET;13,697;23,07013104
05.02.2023;02:00;CET;03:00;CET;12,903;21,73278096
05.02.2023;03:00;CET;04:00;CET;13,068;22,01069376
05.02.2023;04:00;CET;05:00;CET;11,62;19,5717984
05.02.2023;05:00;CET;06:00;CET;11,327;19,07829264
05.02.2023;06:00;CET;07:00;CET;11,421;19,23661872
05.02.2023;07:00;CET;08:00;CET;11,56;19,4707392
05.02.2023;08:00;CET;09:00;CET;12,048;20,29268736
05.02.2023;09:00;CET;10:00;CET;11,768;19,82107776
05.02.2023;10:00;CET;11:00;CET;11,73;19,7570736
05.02.2023;11:00;CET;12:00;CET;12,209;20,56386288
05.02.2023;12:00;CET;13:00;CET;11,609;19,55327088
05.02.2023;13:00;CET;14:00;CET;10,701;18,02390832
05.02.2023;14:00;CET;15:00;CET;10,975;18,485412
05.02.2023;15:00;CET;16:00;CET;11,632;19,59201024
05.02.2023;16:00;CET;17:00;CET;12,516;21,08094912
05.02.2023;17:00;CET;18:00;CET;14,757;24,85551024
05.02.2023;18:00;CET;19:00;CET;17,144;28,87598208
05.02.2023;19:00;CET;20:00;CET;17,092;28,78839744
05.02.2023;20:00;CET;21:00;CET;16,59;27,9428688
05.02.2023;21:00;CET;22:00;CET;15,367;25,88294544
05.02.2023;22:00;CET;23:00;CET;15,577;26,23665264
05.02.2023;23:00;CET;00:00;CET;14,418;24,28452576
06.02.2023;00:00;CET;01:00;CET;14,5;24,42264
06.02.2023;01:00;CET;02:00;CET;14,373;24,20873136
06.02.2023;02:00;CET;03:00;CET;14,541;24,49169712
06.02.2023;03:00;CET;04:00;CET;14,209;23,93250288
06.02.2023;04:00;CET;05:00;CET;14,01;23,5973232
06.02.2023;05:00;CET;06:00;CET;14,893;25,08457776
06.02.2023;06:00;CET;07:00;CET;17,567;29,58844944
06.02.2023;07:00;CET;08:00;CET;20,065;33,7958808
06.02.2023;08:00;CET;09:00;CET;21,339;35,94170448
06.02.2023;09:00;CET;10:00;CET;20,065;33,7958808
06.02.2023;10:00;CET;11:00;CET;18,508;31,17339456
06.02.2023;11:00;CET;12:00;CET;17,984;30,29081088
06.02.2023;12:00;CET;13:00;CET;16,872;28,41784704
06.02.2023;13:00;CET;14:00;CET;16,116;27,14450112
06.02.2023;14:00;CET;15:00;CET;16,39;27,6060048
06.02.2023;15:00;CET;16:00;CET;17,067;28,74628944
06.02.2023;16:00;CET;17:00;CET;18,18;30,6209376
06.02.2023;17:00;CET;18:00;CET;19,894;33,50786208
06.02.2023;18:00;CET;19:00;CET;21,35;35,960232
06.02.2023;19:00;CET;20:00;CET;20,538;34,59256416
06.02.2023;20:00;CET;21:00;CET;18,621;31,36372272
06.02.2023;21:00;CET;22:00;CET;16,648;28,04055936
06.02.2023;22:00;CET;23:00;CET;15,982;26,91880224
06.02.2023;23:00;CET;00:00;CET;15,4;25,938528
07.02.2023;00:00;CET;01:00;CET;14,578;24,55401696
07.02.2023;01:00;CET;02:00;CET;14,221;23,95271472
07.02.2023;02:00;CET;03:00;CET;14,042;23,65122144
07.02.2023;03:00;CET;04:00;CET;13,944;23,48615808
07.02.2023;04:00;CET;05:00;CET;14,16;23,8499712
07.02.2023;05:00;CET;06:00;CET;14,587;24,56917584
07.02.2023;06:00;CET;07:00;CET;17,054;28,72439328
07.02.2023;07:00;CET;08:00;CET;19,804;33,35627328
07.02.2023;08:00;CET;09:00;CET;21,416;36,07139712
07.02.2023;09:00;CET;10:00;CET;19,185;32,3136792
07.02.2023;10:00;CET;11:00;CET;17,252;29,05788864
07.02.2023;11:00;CET;12:00;CET;14,183;23,88871056
07.02.2023;12:00;CET;13:00;CET;14,033;23,63606256
07.02.2023;13:00;CET;14:00;CET;13,486;22,71473952
